"","web-scraper-order","web-scraper-start-url","link","link-href","Caffeine","Flavor","Description","Ingredients","item_ID","Steeping","Image-src","Price","Name","Type","ID","Category","V4","Origin","Availability","Time","Color","Link","Link-href","Benefits","Pagination","pagination"
"27","1636382651-104","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Gingerbread Matcha Iconic Tin","https://www.davidstea.com/us_en/tea/shop-all/gingerbread-matcha-iconic-tin/961522US01VAR0068689.html?cgid=tea-collections","Medium Caffeine","null","Sweet, spicy & heartwarming. Inspired by the comforting flavours of freshly baked gingerbread, this energizing all-natural matcha green tea is the coziest way to get your daily dose. Try it as a frothy green tea latte topped with a dash of cinnamon a holiday treat that’s as delicious as it is comforting. This limited edition matcha green tea powder comes packed in a giftable tin.","Cane sugar, Matcha green tea, Natural gingerbread flavouring.","961522US01VAR0068689","Whisk until frothy","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwa317f8b1/productimages/961522DT01VAR0089130-961522US01VAR0068689-BI-1.jpg?sw=450&sh=450&sm=fit","$25.00","Gingerbread Matcha Iconic Tin","Matcha Drink Mix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","1636382832-138","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Frozen Raspberry Iced Tea Pitcher Pack","https://www.davidstea.com/us_en/tea/shop-all/frozen-raspberry-iced-tea-pitcher-pack/961560US01VAR0069200.html?cgid=tea-collections","Caffeine-free","null","We all know raspberries taste great straight up. But have you tried them in this sweet and fruity iced tea? Gamechanger. We kicked this summery caffeine-free blend up a notch with a creamy swirl of yogurt. The result? An icy treat that tastes just like a raspberry fro-yo. We won’t judge if you go back for seconds.
And in this convenient, pre-portioned loose leaf tea pitcher pack, you can brew iced tea for a crowd with no measuring required!","Apple (apple, citric acid), Sugar, Raisins, Hibiscus blossoms, Carrot, Yogurt pieces (skim milk yogurt powder, sugar, maltodextrin, modified starch, citric acid), Beetroot, Artificial (raspberry, strawberry cream) flavouring, Raspberries.

view more
view less","961560US01VAR0069200","Steep for 5+ minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw91e56f78/productimages/961560DT01VAR0090718-961560US01VAR0069200-BI-1.jpg?sw=450&sh=450&sm=fit","$5.00","Frozen Raspberry Iced Tea Pitcher Pack","Herbal Tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","1636382902-153","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Pumpkin Chai Iconic Tin","https://www.davidstea.com/us_en/tea/shop-all/pumpkin-chai-iconic-tin/961621US01.html?cgid=tea-collections","Medium Caffeine","null","The forever fall must-have. This rich premium black tea is the perfect way to kick off the season. It’s got all the warmth of cinnamon and cloves, plus the sweetness of caramel and pumpkin candy. For a truly unforgettable pumpkin chai latte experience, top it up with steamed milk and stir in a spoonful of brown sugar.
This loose leaf tea is packed in a giftable tin.","Black tea, Cinnamon, Cloves, Caramel (condensed skimmed milk, sugar, glucose syrup, butter, sorbitol, mono and diglycerides), Carrot, Lemon peel, Pumpkin candies (sugar, rice flour, palm and palm kernel oil, corn starch, gum Arabic, cellulose gum, FD&C Yellow 6, confectioner's glaze, carrageenan, soy lecithin, artificial flavouring), Pumpkin flakes, Natural and artificial pumpkin spice flavouring.

view more
view less","961621US01","Steep for 3-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwa4688f7b/productimages/961621DT01-961621US01-BI-1.jpg?sw=450&sh=450&sm=fit","$19.00","Pumpkin Chai Iconic Tin","Black Tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","1636382407-55","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Rainbows Perfect Infuser","https://www.davidstea.com/us_en/perfect-infuser-rainbow-cutout-silver/904361US01.html?dwvar_904361US01_color=Silver&cgid=tea-collections","null","null","The perfect one-cup tea infuser. Made of durable stainless steel with a curvy shape that fits into almost any mug, the luxe version of our DAVIDsTEA Perfect Infuser was specially designed to keep small tea leaves in place, while allowing larger teas plenty of room to expand. The result? A deliciously full-flavoured cup, every time.","null","904361US01VAR0070423","null","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwce8503b0/productimages/904361DT01VAR0092330-904361US01VAR0070423-BI-1.jpg?sw=450&sh=450&sm=fit","$9.00","Rainbows Perfect Infuser","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","1636382290-34","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Gold & Red LIPPA Floating Tea Infuser","https://www.davidstea.com/us_en/lippa-floating-tea-infuser-matte-gold-and-red/904317US01.html?dwvar_904317US01_color=GoldRed&cgid=tea-collections","null","null","You’ll flip your lid over this eye-catching matte gold & red floating infuser. Made of fine laser cut stainless steel, it was specially designed to keep small tea leaves in place, while giving larger teas plenty of room to expand. Just fill it with your fave loose leaf blend, float it in a mugful of hot water, and when it’s done steeping, flip it over onto the table – the top doubles as a drip-catching saucer.","null","904317US01VAR0067592","null","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwf6778943/productimages/904317DT01VAR0088624-904317US01VAR0067592-BI-1.jpg?sw=450&sh=450&sm=fit","$9.00","Gold & Red LIPPA Floating Tea Infuser","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","1636382426-59","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Toucan David's Tea Filters Pack of 100","https://www.davidstea.com/us_en/tea/shop-all/toucan-david-s-tea-filters-pack-of-100/904415US01.html?cgid=tea-collections","null","null","These ingenious tea filters are the best thing to happen to tea since the invention of the kettle. Just scoop in your tea, pull the drawstring tight and add water. It’ll keep the tea in the filter, the water in your cup, and the smile on your face. No fuss, no muss. Plus they’re biodegradable and chlorine-free, and they come in a 100% recycled paper box - so the planet stays happy, too. Designed in-house and exclusive to DAVIDsTEA.","null","904415US01","3. Place in mug, add hot water and steep. Enjoy!","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwf0c8296a/productimages/904415DT01-904415US01-BI-1.jpg?sw=450&sh=450&sm=fit","$9.00","Toucan David's Tea Filters Pack of 100","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","1636382454-65","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Bronze 16 oz Steeper","https://www.davidstea.com/us_en/the-steeper-%2816-oz%29-bronze/904263US01.html?dwvar_904263US01_color=Bronze&cgid=tea-collections","null","null","How does this superwow accessory work? Like a teapot. Except the clear, BPA-free Tritan™ lets you watch as your tea steeps. And when you're ready to sip, just place the steeper right on your cup. You'll feel a rush as the weight magically opens a valve, and your infused tea flows out through a specially-designed filtration system. Then, when you lift the steeper, the valve closes automatically. It just might be the neatest, coolest way to steep.","null","904263US01VAR0066623","3. Put the Steeper on top of your mug or ice-filled glass and watch the tea magically pour out.","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw5a6b8bfb/productimages/904263DT01VAR0087164-904263US01VAR0066623-BI-1.jpg?sw=450&sh=450&sm=fit","$25.00","Bronze 16 oz Steeper","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","1636382276-31","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Bottle Cleaning Brush Head","https://www.davidstea.com/us_en/bottle-cleaning-brush-head/904050US01.html?dwvar_904050US01_color=Bamboo&cgid=tea-collections","null","null","Trouble removing pesky tea stains from your favourite travel mug or water bottle? Spruce up your bottle cleaning brush head by replacing it with a fresh one and watch those stains disappear. With its tough bamboo bristles, it’s the easiest way to keep all of your stainless steel and Tritan accessories squeaky clean.","null","904050US01VAR0058020","null","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwc7fe245a/productimages/904050DT01VAR0076299-904050US01VAR0058020-BI-1.jpg?sw=450&sh=450&sm=fit","$5.00","Bottle Cleaning Brush Head","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","1636382693-111","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Organic Throat Rescue Iconic Tin","https://www.davidstea.com/us_en/tea/shop-all/organic-throat-rescue-iconic-tin/960435US01.html?cgid=tea-collections","Caffeine-free","null","Feel a sore throat coming on? Reach this organic caffeine-free infusion made with traditional feel-good ingredients. There’s sweet licorice root and fennel to soothe and comfort. Plus tons of other go-to herbs and spices like cinnamon, cooling peppermint, nettle leaves and zingy ginger. Whether it's a tickle or a full-on cold, this is one tasty tea your throat will thank you for.


This loose leaf tea is packed in a giftable tin.","Organic licorice root, Organic fennel, Organic nana mint, Organic anise, Organic ginger, Organic peppermint, Organic nettle leaves, Organic black pepper, Organic cinnamon, Organic cardamom, Organic cloves, Organic marigold blossoms, Organic cornflower blossoms.

view more
view less","960435US01","Steep for 5+ minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/en_US/dw4641b4c3/productimages/960435DT01-960435US01-BI-1.jpg?sw=450&sh=450&sm=fit","$15.00","Organic Throat Rescue Iconic Tin","Herbal Tea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","1636382777-127","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Cream of Earl Grey Matcha Iconic Tin","https://www.davidstea.com/us_en/tea/shop-all/cream-of-earl-grey-matcha-iconic-tin/961575US01VAR0070990.html?cgid=tea-collections","null","null","Our classic Cream of Earl Grey black tea is one of our most popular teas. In fact, it ranks among our top ten of all time. So, for us, it just made sense to merge this creamy black tea beauty with a gorgeous green tea goddess: Matcha Matsu. The result? A rich, creamy flavour with touch of aromatic bergamot & vegetal matcha.
What makes it great

 Cream of Earl Grey is one of our DAVIDsTEA classic flavours, so we thought why not try it as a matcha. We can’t wait to hear what you think.
 Our flavoured matchas are made on a base of Matcha Matsu, so you’re getting all the benefits of the whole tea leaf.


This flavoured matcha comes in a giftable tin.","null","961575US01VAR0070990","null","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw1ec375eb/productimages/961575DT01VAR0091523-961575US01VAR0070990-BI-1.jpg?sw=450&sh=450&sm=fit","$25.00","Cream of Earl Grey Matcha Iconic Tin","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","1636382639-102","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Headache Halo Iconic Tin","https://www.davidstea.com/us_en/tea/shop-all/headache-halo-iconic-tin/961165US01VAR0059314.html?cgid=tea-collections","Caffeine-free","null","Help calm a headache the natural way. This heavenly caffeine-free rooibos features soothing willow bark, comforting passionflower, cooling nana mint and relaxing lavender. The result? A smooth, fresh and creamy infusion designed to help melt away tension and ease the mind – morning, noon and night.
This limited edition loose leaf tea comes packed in a giftable tin.","Rooibos, Nana mint, Lemongrass, Willow bark, Nettle leaves, Lavender, Passionflower, Vervain leaves, Rose petals, Mallow blossoms.","961165US01VAR0059314","Steep for 4-5 minutes","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw14ad89c1/productimages/961165DT01VAR0076904-961165US01VAR0059314-BI-1.jpg?sw=450&sh=450&sm=fit","$12.00","Headache Halo Iconic Tin","Rooibos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","1636382796-131","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Just Peachy Iced Tea Pitcher Pack","https://www.davidstea.com/us_en/tea/shop-all/just-peachy-iced-tea-pitcher-pack/961274US01VAR0073031.html?cgid=tea-collections","null","null","It took us years to find the perfect peach iced tea – but this sweet, summery infusion is so peachy, it tastes like it’s fresh from the orchard. It’s amazing blended with frozen strawberries and white rum. Or served chilled with a splash of Prosecco. But our favourite way to drink it is straight up with a touch of agave. Hot or iced, this blend is a real peach.



And in this convenient, pre-portioned loose leaf tea pitcher pack, you can brew pitcher-friendly iced tea for a crowd with no measuring required.","null","961274US01VAR0073031","null","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwbb9744d6/productimages/961274DT01VAR0082342-961274US01VAR0062837-BI-1.jpg?sw=450&sh=450&sm=fit","$5.00","Just Peachy Iced Tea Pitcher Pack","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","1636382473-69","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Birdie David's Tea Filters Pack of 100","https://www.davidstea.com/us_en/tea/shop-all/birdie-david-s-tea-filters-pack-of-100/904448US01.html?cgid=tea-collections","null","null","These ingenious tea filters are the best thing to happen to tea since the invention of the kettle. Just scoop in your tea, pull the drawstring tight and add water. It’ll keep the tea in the filter, the water in your cup, and the smile on your face. No fuss, no muss. Plus they’re biodegradable and chlorine-free, and they come in a 100% recycled paper box - so the planet stays happy, too. Designed in-house and exclusive to DAVIDsTEA.","null","904448US01","3. Place in mug, add hot water and steep. Enjoy!","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dwf04445ed/productimages/904448DT01-904448US01-BI-1.jpg?sw=450&sh=450&sm=fit","$9.00","Birdie David's Tea Filters Pack of 100","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","1636382337-43","https://www.davidstea.com/us_en/tea/shop-all/?sz=all","Silver tin","https://www.davidstea.com/us_en/tea/shop-all/silver-tin/900016US01.html?cgid=tea-collections","null","null","Looking for something sleek and sturdy for storing your loose tea? Our metal tea tins were specially designed to block out light and air, so your tea stays fresher longer. They’re perfect for organizing your cupboards or for leaving out on the counter, so your favourite tea is always within reach. And they’re great for giving as gifts with some of our tea.","null","900016US01","null","https://www.davidstea.com/dw/image/v2/BBXZ_PRD/on/demandware.static/-/Sites-davidstea-master-catalog/default/dw67e2b2f3/productimages/900016DT01-900016US01-BI-1.jpg?sw=450&sh=450&sm=fit","$2.00","Silver tin","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
